Distance,Time,AnswerType,ID,Question
112.05484008045678,1.377339603E9,2,6ea8539c-ed7e-4249-8391-5cea801a884a,20
204.53957985603574,1.377339929E9,2,6ea8539c-ed7e-4249-8391-5cea801a884a,7
164.85889909184488,1.377340539E9,2,6ea8539c-ed7e-4249-8391-5cea801a884a,6
276.0825960161264,1.377340586E9,2,6ea8539c-ed7e-4249-8391-5cea801a884a,10
147.80628389833004,1.377341489E9,2,6ea8539c-ed7e-4249-8391-5cea801a884a,4
147.80628389833004,1.377341489E9,2,6ea8539c-ed7e-4249-8391-5cea801a884a,3
476.8406734652916,1.377341489E9,2,6ea8539c-ed7e-4249-8391-5cea801a884a,2
681.552480857202,1.377341624E9,2,6ea8539c-ed7e-4249-8391-5cea801a884a,12
531.3670785237673,1.377341645E9,2,6ea8539c-ed7e-4249-8391-5cea801a884a,13
934.0793783507357,1.377341645E9,2,6ea8539c-ed7e-4249-8391-5cea801a884a,22
424.89158072713343,1.377341645E9,2,6ea8539c-ed7e-4249-8391-5cea801a884a,14
133.39839780283918,1.377339421E9,2,f3677da1-d254-45b9-8d4e-8ae7fa3e0419,19
167.80907609953567,1.377340503E9,2,f3677da1-d254-45b9-8d4e-8ae7fa3e0419,6
275.2510465408544,1.377340658E9,2,f3677da1-d254-45b9-8d4e-8ae7fa3e0419,10
152.890535377857,1.377341443999E9,2,f3677da1-d254-45b9-8d4e-8ae7fa3e0419,4
152.890535377857,1.377341461999E9,2,f3677da1-d254-45b9-8d4e-8ae7fa3e0419,3
481.4300532763986,1.377341516999E9,2,f3677da1-d254-45b9-8d4e-8ae7fa3e0419,2
680.7372134618154,1.377341645999E9,2,f3677da1-d254-45b9-8d4e-8ae7fa3e0419,12
528.7454466515353,1.377341674999E9,2,f3677da1-d254-45b9-8d4e-8ae7fa3e0419,13
933.5216163560425,1.377341718999E9,2,f3677da1-d254-45b9-8d4e-8ae7fa3e0419,22
428.4019531702208,1.377341737999E9,2,f3677da1-d254-45b9-8d4e-8ae7fa3e0419,14
168.42691189085332,1.37733675E9,2,e3339549-b424-4d84-8bad-7ab740047b3f,6
773.1361728922187,1.377337951E9,2,e3339549-b424-4d84-8bad-7ab740047b3f,5
379.9405563636373,1.37733911E9,2,e3339549-b424-4d84-8bad-7ab740047b3f,12
527.2294018955793,1.377339146E9,2,e3339549-b424-4d84-8bad-7ab740047b3f,13
381.8604135522344,1.377339202E9,2,e3339549-b424-4d84-8bad-7ab740047b3f,14
1144.9289831229776,1.377339222E9,2,e3339549-b424-4d84-8bad-7ab740047b3f,15
266.9900512131098,1.377339222E9,2,e3339549-b424-4d84-8bad-7ab740047b3f,21
306.4018770195453,1.377339245E9,2,e3339549-b424-4d84-8bad-7ab740047b3f,19
172.36553865041571,1.377339258E9,2,e3339549-b424-4d84-8bad-7ab740047b3f,16
321.72315979356773,1.377339258E9,2,e3339549-b424-4d84-8bad-7ab740047b3f,11
176.83894094606518,1.377339294E9,2,e3339549-b424-4d84-8bad-7ab740047b3f,23
18.587843490388504,1.377336290999E9,2,fc39f6d2-ee77-4909-87a8-4670b4d24058,8
171.6175575292101,1.377336788999E9,2,fc39f6d2-ee77-4909-87a8-4670b4d24058,6
325.36654145434596,1.377336724E9,2,3d4859a7-43a0-4dd2-8273-356858b13596,23
931.2484047422843,1.377337269E9,2,3d4859a7-43a0-4dd2-8273-356858b13596,15
294.27168796991884,1.377336462E9,2,2dc12d62-5822-4216-9ee3-829062b586d5,23
936.0730127788685,1.377337247E9,2,2dc12d62-5822-4216-9ee3-829062b586d5,15
229.60851953254988,1.377339667E9,2,2dc12d62-5822-4216-9ee3-829062b586d5,16
252.24040688937959,1.377339933E9,2,2dc12d62-5822-4216-9ee3-829062b586d5,20
108.8933602055275,1.377340744E9,2,2dc12d62-5822-4216-9ee3-829062b586d5,24
250.96382207531815,1.377340744E9,2,2dc12d62-5822-4216-9ee3-829062b586d5,6
325.54960467789806,1.377340744E9,2,2dc12d62-5822-4216-9ee3-829062b586d5,10
422.4077183778818,1.377340744E9,2,2dc12d62-5822-4216-9ee3-829062b586d5,17
278.6877455711463,1.377340744E9,2,2dc12d62-5822-4216-9ee3-829062b586d5,4
278.6877455711463,1.377340744E9,2,2dc12d62-5822-4216-9ee3-829062b586d5,3
105.4870061286072,1.377340744E9,2,2dc12d62-5822-4216-9ee3-829062b586d5,2
469.0796900177929,1.377340744E9,2,2dc12d62-5822-4216-9ee3-829062b586d5,12
524.3815363870731,1.377340744E9,2,2dc12d62-5822-4216-9ee3-829062b586d5,13
622.5214383104645,1.377340744E9,2,2dc12d62-5822-4216-9ee3-829062b586d5,22
87.56076951261312,1.377340744E9,2,2dc12d62-5822-4216-9ee3-829062b586d5,14
938.4946954584238,1.377337248E9,2,2223d3a1-ac38-45a2-8eb2-42fdb0b132f7,15
153.81885583107407,1.377340144364E9,2,2223d3a1-ac38-45a2-8eb2-42fdb0b132f7,20
160.04940792759604,1.377340974E9,2,2223d3a1-ac38-45a2-8eb2-42fdb0b132f7,6
125.69631689574763,1.377341681992E9,2,2223d3a1-ac38-45a2-8eb2-42fdb0b132f7,10
354.7012316505251,1.377341681992E9,2,2223d3a1-ac38-45a2-8eb2-42fdb0b132f7,17
278.53901701801914,1.377341681992E9,2,2223d3a1-ac38-45a2-8eb2-42fdb0b132f7,4
278.53901701801914,1.377341681992E9,2,2223d3a1-ac38-45a2-8eb2-42fdb0b132f7,3
314.1675865600203,1.377341681992E9,2,2223d3a1-ac38-45a2-8eb2-42fdb0b132f7,2
667.3990462403697,1.377341681992E9,2,2223d3a1-ac38-45a2-8eb2-42fdb0b132f7,12
667.095825071734,1.377341681992E9,2,2223d3a1-ac38-45a2-8eb2-42fdb0b132f7,13
830.6343968309227,1.377341681992E9,2,2223d3a1-ac38-45a2-8eb2-42fdb0b132f7,22
143.91065994942107,1.377341681992E9,2,2223d3a1-ac38-45a2-8eb2-42fdb0b132f7,14
99.17949993348714,1.37733602E9,2,ef3b27e3-3377-4053-9595-9e207cb2a98c,18
128.5358035560178,1.377336057232E9,2,9432233c-af2d-4a15-b091-dc7702a9cf6d,8
226.41092994827156,1.377336057232E9,2,9432233c-af2d-4a15-b091-dc7702a9cf6d,18
56.86713076391114,1.377337056E9,2,9432233c-af2d-4a15-b091-dc7702a9cf6d,1
114.68425884152434,1.377337564E9,2,9432233c-af2d-4a15-b091-dc7702a9cf6d,2
767.1215122224279,1.377338755E9,2,9432233c-af2d-4a15-b091-dc7702a9cf6d,5
312.6652433229615,1.377340353E9,2,9432233c-af2d-4a15-b091-dc7702a9cf6d,13
437.32781066192234,1.377340492E9,2,9432233c-af2d-4a15-b091-dc7702a9cf6d,14
1102.6168140361046,1.377340863E9,2,9432233c-af2d-4a15-b091-dc7702a9cf6d,15
598.4422381804288,1.377340967E9,2,9432233c-af2d-4a15-b091-dc7702a9cf6d,21
1003.341023012898,1.37734118E9,2,9432233c-af2d-4a15-b091-dc7702a9cf6d,19
1077.8609232355236,1.377341203E9,2,9432233c-af2d-4a15-b091-dc7702a9cf6d,16
1406.0331447864019,1.377341215E9,2,9432233c-af2d-4a15-b091-dc7702a9cf6d,11
1228.4775109107366,1.377341237E9,2,9432233c-af2d-4a15-b091-dc7702a9cf6d,23
117.38690613087388,1.377336826E9,2,d6947ea9-c055-43f8-8d51-1d1dc82bf909,9
932.3949842657172,1.377338049E9,2,d6947ea9-c055-43f8-8d51-1d1dc82bf909,15
653.1650278268374,1.377337635E9,2,236d6aa9-b19f-45e0-8911-bbe28fd65997,9
910.8633315731507,1.377338062E9,2,236d6aa9-b19f-45e0-8911-bbe28fd65997,15
589.1826647308302,1.377336402593E9,2,5052b33b-9559-48a9-8d2b-f431f7c4d7f7,18
151.74190630720386,1.377337332E9,2,5052b33b-9559-48a9-8d2b-f431f7c4d7f7,4
161.69993116751002,1.377337374E9,2,5052b33b-9559-48a9-8d2b-f431f7c4d7f7,1
541.0446316315981,1.377337413E9,2,5052b33b-9559-48a9-8d2b-f431f7c4d7f7,3
307.09278126047366,1.377337423E9,2,5052b33b-9559-48a9-8d2b-f431f7c4d7f7,22
293.99207043897314,1.377338047168E9,2,5052b33b-9559-48a9-8d2b-f431f7c4d7f7,6
218.6781085769669,1.377338047168E9,2,5052b33b-9559-48a9-8d2b-f431f7c4d7f7,17
108.43111384772888,1.37733877572E9,2,5052b33b-9559-48a9-8d2b-f431f7c4d7f7,20
326.4488207565131,1.377340382E9,2,20b20bcb-5777-4a84-aa74-bb916c18bde4,18
456.7993645942159,1.377340963E9,2,20b20bcb-5777-4a84-aa74-bb916c18bde4,10
111.23625611589476,1.377336047E9,2,7a813379-3183-4779-96f0-8bac1f111826,9
280.03627196552713,1.377336076E9,2,7a813379-3183-4779-96f0-8bac1f111826,9
940.5023226520194,1.377336779E9,2,7a813379-3183-4779-96f0-8bac1f111826,19
438.4033819887086,1.377336803E9,2,7a813379-3183-4779-96f0-8bac1f111826,21
712.2795581096949,1.377336883E9,2,7a813379-3183-4779-96f0-8bac1f111826,15
640.4568598018283,1.377337016E9,2,7a813379-3183-4779-96f0-8bac1f111826,14
488.2506151934894,1.377337454E9,2,7a813379-3183-4779-96f0-8bac1f111826,12
706.0931156145062,1.377337469E9,2,7a813379-3183-4779-96f0-8bac1f111826,22
180.2057202295366,1.37733823E9,2,7a813379-3183-4779-96f0-8bac1f111826,4
152.90770614386443,1.377338274E9,2,7a813379-3183-4779-96f0-8bac1f111826,3
148.02032769625558,1.377338571E9,2,7a813379-3183-4779-96f0-8bac1f111826,2
306.1112200128589,1.377338604E9,2,7a813379-3183-4779-96f0-8bac1f111826,1
154.12573083140433,1.377339295E9,2,7a813379-3183-4779-96f0-8bac1f111826,24
413.80157932600486,1.377332594E9,2,a8405b3d-25ad-4124-84a3-ad6e9905d58f,9
259.0392460536361,1.377336238E9,2,a8405b3d-25ad-4124-84a3-ad6e9905d58f,9
66.33235583376806,1.37733639E9,2,a8405b3d-25ad-4124-84a3-ad6e9905d58f,23
199.74204548498685,1.37733639E9,2,a8405b3d-25ad-4124-84a3-ad6e9905d58f,11
945.109860103136,1.377336771E9,2,a8405b3d-25ad-4124-84a3-ad6e9905d58f,19
436.34721378684367,1.377336771E9,2,a8405b3d-25ad-4124-84a3-ad6e9905d58f,21
713.4871353381379,1.377336883E9,2,a8405b3d-25ad-4124-84a3-ad6e9905d58f,15
647.1728317321167,1.377336998E9,2,a8405b3d-25ad-4124-84a3-ad6e9905d58f,14
487.78028706165003,1.377337451E9,2,a8405b3d-25ad-4124-84a3-ad6e9905d58f,12
706.4768657935394,1.377337476E9,2,a8405b3d-25ad-4124-84a3-ad6e9905d58f,22
161.06203778172633,1.377338209E9,2,a8405b3d-25ad-4124-84a3-ad6e9905d58f,4
157.60663234498128,1.377338289E9,2,a8405b3d-25ad-4124-84a3-ad6e9905d58f,3
152.82902299648086,1.377338495E9,2,a8405b3d-25ad-4124-84a3-ad6e9905d58f,2
308.493302671704,1.377338495E9,2,a8405b3d-25ad-4124-84a3-ad6e9905d58f,1
277.932254476676,1.377336121634E9,2,ae17c406-b4c7-4abf-9dcb-c72729c9abc6,8
141.26456212753376,1.377336323505E9,2,ae17c406-b4c7-4abf-9dcb-c72729c9abc6,11
81.11787586955998,1.377336401791E9,2,ae17c406-b4c7-4abf-9dcb-c72729c9abc6,16
444.43506539426835,1.377336522038E9,2,ae17c406-b4c7-4abf-9dcb-c72729c9abc6,19
712.7429609844602,1.377336579E9,2,ae17c406-b4c7-4abf-9dcb-c72729c9abc6,15
281.5429230493642,1.377338609564E9,2,ae17c406-b4c7-4abf-9dcb-c72729c9abc6,20
494.28266616517334,1.377340243E9,2,ae17c406-b4c7-4abf-9dcb-c72729c9abc6,6
165.15016630874558,1.37734027E9,2,ae17c406-b4c7-4abf-9dcb-c72729c9abc6,22
81.02952666115222,1.377340686E9,2,ae17c406-b4c7-4abf-9dcb-c72729c9abc6,3
152.0135114256537,1.377340705E9,2,ae17c406-b4c7-4abf-9dcb-c72729c9abc6,1
291.43026003477866,1.377331726E9,2,df230a9a-da4b-4202-89a2-6716785726de,23
355.58024875598784,1.377335549E9,2,df230a9a-da4b-4202-89a2-6716785726de,11
1089.8434139351461,1.377335606E9,2,df230a9a-da4b-4202-89a2-6716785726de,15
131.7689397759268,1.377335878E9,2,df230a9a-da4b-4202-89a2-6716785726de,19
151.42598805381863,1.377336028E9,2,df230a9a-da4b-4202-89a2-6716785726de,20
168.05439866000535,1.377336633E9,2,df230a9a-da4b-4202-89a2-6716785726de,6
282.6066576501081,1.377336677E9,2,df230a9a-da4b-4202-89a2-6716785726de,10
154.39735104426398,1.377337253E9,2,df230a9a-da4b-4202-89a2-6716785726de,4
154.39735104426398,1.377337253E9,2,df230a9a-da4b-4202-89a2-6716785726de,3
374.6239065710154,1.377338027E9,2,df230a9a-da4b-4202-89a2-6716785726de,12
469.8097243368441,1.377338093E9,2,df230a9a-da4b-4202-89a2-6716785726de,13
528.0565619587753,1.377338133E9,2,df230a9a-da4b-4202-89a2-6716785726de,22
176.6847948080119,1.377338148E9,2,df230a9a-da4b-4202-89a2-6716785726de,14
126.00743741933,1.37733547413E9,2,00b99d6d-89a0-4074-8d8f-32d79240600f,23
259.3755163943764,1.37733547413E9,2,00b99d6d-89a0-4074-8d8f-32d79240600f,11
874.860324792419,1.37733547413E9,2,00b99d6d-89a0-4074-8d8f-32d79240600f,15
135.50839308032013,1.377335873E9,2,00b99d6d-89a0-4074-8d8f-32d79240600f,19
149.6103793145017,1.377336013E9,2,00b99d6d-89a0-4074-8d8f-32d79240600f,20
173.15078813668367,1.377336655E9,2,00b99d6d-89a0-4074-8d8f-32d79240600f,6
286.7154307139613,1.377336685E9,2,00b99d6d-89a0-4074-8d8f-32d79240600f,10
186.85361534181592,1.377337249E9,2,00b99d6d-89a0-4074-8d8f-32d79240600f,4
152.49292314393293,1.377337329E9,2,00b99d6d-89a0-4074-8d8f-32d79240600f,3
386.5955709002972,1.377338038E9,2,00b99d6d-89a0-4074-8d8f-32d79240600f,12
465.74224471114917,1.377338092E9,2,00b99d6d-89a0-4074-8d8f-32d79240600f,13
528.5014891790158,1.377338113E9,2,00b99d6d-89a0-4074-8d8f-32d79240600f,22
172.18517495572638,1.377338162E9,2,00b99d6d-89a0-4074-8d8f-32d79240600f,14
285.77180888272727,1.377336038E9,2,828b5a25-9bdf-4397-bfde-39810a8e824a,23
511.18188307085114,1.377336497E9,2,828b5a25-9bdf-4397-bfde-39810a8e824a,24
256.61831837691915,1.377338652E9,2,828b5a25-9bdf-4397-bfde-39810a8e824a,17
271.49332833881556,1.377338719E9,2,828b5a25-9bdf-4397-bfde-39810a8e824a,1
176.85162151303584,1.37733915E9,2,828b5a25-9bdf-4397-bfde-39810a8e824a,3
62.429519837312625,1.377339213E9,2,828b5a25-9bdf-4397-bfde-39810a8e824a,6
349.62019831382764,1.377339228E9,2,828b5a25-9bdf-4397-bfde-39810a8e824a,10
945.814975834933,1.377340647E9,2,828b5a25-9bdf-4397-bfde-39810a8e824a,19
437.89628935795866,1.377340647E9,2,828b5a25-9bdf-4397-bfde-39810a8e824a,21
205.32431003368472,1.377333018E9,2,9132596d-ed6c-4689-8640-d68d3aef0045,23
9.966561640830017,1.377336093E9,2,9132596d-ed6c-4689-8640-d68d3aef0045,23
631.9500582186147,1.377336412E9,2,9132596d-ed6c-4689-8640-d68d3aef0045,24
273.013956831503,1.377338702E9,2,9132596d-ed6c-4689-8640-d68d3aef0045,17
269.2505625776331,1.377338754E9,2,9132596d-ed6c-4689-8640-d68d3aef0045,1
168.6989229359477,1.377339174E9,2,9132596d-ed6c-4689-8640-d68d3aef0045,3
60.12071945648628,1.377339215E9,2,9132596d-ed6c-4689-8640-d68d3aef0045,6
941.2298998694572,1.377340664E9,2,9132596d-ed6c-4689-8640-d68d3aef0045,19
439.6076340158266,1.377340664E9,2,9132596d-ed6c-4689-8640-d68d3aef0045,21
141.29496860020504,1.377335526E9,2,c69e8e3f-8895-4c3b-9fbb-71565c31c7c9,18
574.0783197585724,1.377337869E9,2,c69e8e3f-8895-4c3b-9fbb-71565c31c7c9,14
576.1896340874595,1.377338650014E9,2,c69e8e3f-8895-4c3b-9fbb-71565c31c7c9,11
713.4162788193477,1.377338692999E9,2,c69e8e3f-8895-4c3b-9fbb-71565c31c7c9,13
81.67019733473337,1.377339645E9,2,c69e8e3f-8895-4c3b-9fbb-71565c31c7c9,24
179.0048186681443,1.377339781E9,2,c69e8e3f-8895-4c3b-9fbb-71565c31c7c9,6
137.53375145379192,1.377339856E9,2,c69e8e3f-8895-4c3b-9fbb-71565c31c7c9,1
228.357040347675,1.377340357999E9,2,c69e8e3f-8895-4c3b-9fbb-71565c31c7c9,4
319.2441476121427,1.377340504999E9,2,c69e8e3f-8895-4c3b-9fbb-71565c31c7c9,5
216.49951962794992,1.377340517999E9,2,c69e8e3f-8895-4c3b-9fbb-71565c31c7c9,17
507.71411824980436,1.377340582999E9,2,c69e8e3f-8895-4c3b-9fbb-71565c31c7c9,10
121.31948833416038,1.3773368E9,2,01fa31ca-5cb3-4f19-861c-9999b39279ce,7
388.9514134419438,1.377337754068E9,2,01fa31ca-5cb3-4f19-861c-9999b39279ce,12
940.5201524973428,1.377340224E9,2,01fa31ca-5cb3-4f19-861c-9999b39279ce,21
316.6075285428012,1.377341200132E9,2,01fa31ca-5cb3-4f19-861c-9999b39279ce,20
157.83608730106442,1.377341476395E9,2,01fa31ca-5cb3-4f19-861c-9999b39279ce,10
292.3056984218788,1.377341616521E9,2,01fa31ca-5cb3-4f19-861c-9999b39279ce,6
292.3056984218788,1.377341616521E9,2,01fa31ca-5cb3-4f19-861c-9999b39279ce,3
220.6822990154825,1.377341797521E9,2,01fa31ca-5cb3-4f19-861c-9999b39279ce,1
143.40858677905297,1.377337882E9,2,b2c9e70a-3956-43bb-a2b4-a187363c8865,17
1078.671008799062,1.377338325E9,2,b2c9e70a-3956-43bb-a2b4-a187363c8865,20
383.7289245775981,1.377339117E9,2,b2c9e70a-3956-43bb-a2b4-a187363c8865,16
254.0645989066848,1.377339385E9,2,b2c9e70a-3956-43bb-a2b4-a187363c8865,23
250.89922873684063,1.37733957E9,2,b2c9e70a-3956-43bb-a2b4-a187363c8865,6
94.25184108086684,1.377339906E9,2,b2c9e70a-3956-43bb-a2b4-a187363c8865,1
369.58192035588166,1.377340089E9,2,b2c9e70a-3956-43bb-a2b4-a187363c8865,2
368.5425125634864,1.377341515E9,2,b2c9e70a-3956-43bb-a2b4-a187363c8865,11
612.0158871244009,1.377341546E9,2,b2c9e70a-3956-43bb-a2b4-a187363c8865,15
524.6344411782799,1.377341546E9,2,b2c9e70a-3956-43bb-a2b4-a187363c8865,14
125.57395105510575,1.377341546E9,2,b2c9e70a-3956-43bb-a2b4-a187363c8865,13
204.70966523524626,1.377337529E9,2,3a17c853-d0ad-4d20-819d-81fed494cb25,10
142.7396942173649,1.377339604E9,2,3a17c853-d0ad-4d20-819d-81fed494cb25,4
150.23683497040983,1.377339799E9,2,3a17c853-d0ad-4d20-819d-81fed494cb25,3
189.34732033424098,1.377340475E9,2,3a17c853-d0ad-4d20-819d-81fed494cb25,6
22.4592507445344,1.37734062E9,2,3a17c853-d0ad-4d20-819d-81fed494cb25,8
467.57963076023907,1.377341098E9,2,3a17c853-d0ad-4d20-819d-81fed494cb25,12
381.09602534634445,1.377341098E9,2,3a17c853-d0ad-4d20-819d-81fed494cb25,22
598.6363723821433,1.377341717E9,2,3a17c853-d0ad-4d20-819d-81fed494cb25,11
354.9906013843741,1.377341717E9,2,3a17c853-d0ad-4d20-819d-81fed494cb25,14
100.88433031592518,1.377341717E9,2,3a17c853-d0ad-4d20-819d-81fed494cb25,15
146.11440845228276,1.377341849E9,2,3a17c853-d0ad-4d20-819d-81fed494cb25,19
208.90554880624177,1.377341849E9,2,3a17c853-d0ad-4d20-819d-81fed494cb25,16
163.7510505936444,1.377339381E9,2,bb01d752-5cbe-4445-836f-ab04b2837d9a,4
145.77788709048593,1.377339836E9,2,bb01d752-5cbe-4445-836f-ab04b2837d9a,3
258.9719183767479,1.377339951E9,2,bb01d752-5cbe-4445-836f-ab04b2837d9a,1
461.5764562189589,1.377341225999E9,2,bb01d752-5cbe-4445-836f-ab04b2837d9a,12
388.07020807998447,1.377341246999E9,2,bb01d752-5cbe-4445-836f-ab04b2837d9a,22
613.8176148499514,1.377341718999E9,2,bb01d752-5cbe-4445-836f-ab04b2837d9a,11
393.3569480156686,1.377341781502E9,2,bb01d752-5cbe-4445-836f-ab04b2837d9a,14
88.06598366895348,1.377341836999E9,2,bb01d752-5cbe-4445-836f-ab04b2837d9a,15
143.91545417476402,1.377341883999E9,2,bb01d752-5cbe-4445-836f-ab04b2837d9a,19
215.27452297237306,1.377341945999E9,2,bb01d752-5cbe-4445-836f-ab04b2837d9a,16
101.4975670314294,1.377336219136E9,2,4cf1c853-cbab-4dc5-81a1-4e07cc444676,7
932.9080865827776,1.37733812E9,2,4cf1c853-cbab-4dc5-81a1-4e07cc444676,15
121.59808695599426,1.377339458999E9,2,4cf1c853-cbab-4dc5-81a1-4e07cc444676,19
126.58433913932276,1.377340661E9,2,4cf1c853-cbab-4dc5-81a1-4e07cc444676,20
159.61135557034092,1.377340681E9,2,4cf1c853-cbab-4dc5-81a1-4e07cc444676,6
137.84071851101498,1.377340862E9,2,4cf1c853-cbab-4dc5-81a1-4e07cc444676,3
289.01678241231104,1.377340866E9,2,4cf1c853-cbab-4dc5-81a1-4e07cc444676,1
577.5604488972791,1.377341330987E9,2,4cf1c853-cbab-4dc5-81a1-4e07cc444676,17
99.06645232812637,1.377336242E9,2,b6e0309b-b99f-48d5-8fa0-669b797b7b6d,7
73.39946649241686,1.377336245E9,2,b6e0309b-b99f-48d5-8fa0-669b797b7b6d,9
346.93418592933904,1.377337556999E9,2,b6e0309b-b99f-48d5-8fa0-669b797b7b6d,14
970.6056823645005,1.377337967E9,2,b6e0309b-b99f-48d5-8fa0-669b797b7b6d,15
156.56176933256285,1.377340647999E9,2,b6e0309b-b99f-48d5-8fa0-669b797b7b6d,6
139.51807084620648,1.377340815999E9,2,b6e0309b-b99f-48d5-8fa0-669b797b7b6d,3
288.5422141860498,1.377340831999E9,2,b6e0309b-b99f-48d5-8fa0-669b797b7b6d,1
501.6649617888961,1.377340868999E9,2,b6e0309b-b99f-48d5-8fa0-669b797b7b6d,17
283.4720752196806,1.377340868999E9,2,b6e0309b-b99f-48d5-8fa0-669b797b7b6d,5
449.97388391939177,1.377340868999E9,2,b6e0309b-b99f-48d5-8fa0-669b797b7b6d,4
211.70554999402563,1.377341227999E9,2,b6e0309b-b99f-48d5-8fa0-669b797b7b6d,24
100.90714067733285,1.377336117436E9,2,de9440d0-ca6c-41f4-8711-219a705db985,7
356.204044822842,1.377337663E9,2,de9440d0-ca6c-41f4-8711-219a705db985,14
958.2361826322135,1.37733801E9,2,de9440d0-ca6c-41f4-8711-219a705db985,15
167.25391782215553,1.377340599E9,2,de9440d0-ca6c-41f4-8711-219a705db985,6
164.10490178118357,1.377340622E9,2,de9440d0-ca6c-41f4-8711-219a705db985,3
280.5138942032512,1.377340815E9,2,de9440d0-ca6c-41f4-8711-219a705db985,1
498.46060207436483,1.377340879E9,2,de9440d0-ca6c-41f4-8711-219a705db985,17
280.27690368300773,1.377340879E9,2,de9440d0-ca6c-41f4-8711-219a705db985,5
453.4799836184727,1.377340958E9,2,de9440d0-ca6c-41f4-8711-219a705db985,4
189.31750123308498,1.377341192E9,2,de9440d0-ca6c-41f4-8711-219a705db985,24
406.55659544298294,1.377337112E9,2,ce3b29d4-a651-4b5a-8049-3f4906a4f1f7,7
447.77771538090343,1.3773371127E9,2,ce3b29d4-a651-4b5a-8049-3f4906a4f1f7,7
457.45748823327153,1.377337122E9,2,ce3b29d4-a651-4b5a-8049-3f4906a4f1f7,9
306.00255805274793,1.377337122E9,2,ce3b29d4-a651-4b5a-8049-3f4906a4f1f7,11
931.807268676071,1.377338071E9,2,ce3b29d4-a651-4b5a-8049-3f4906a4f1f7,15
164.34488271885297,1.377340658E9,2,ce3b29d4-a651-4b5a-8049-3f4906a4f1f7,6
158.4256063451537,1.377340824E9,2,ce3b29d4-a651-4b5a-8049-3f4906a4f1f7,3
286.07263267299487,1.377340839E9,2,ce3b29d4-a651-4b5a-8049-3f4906a4f1f7,1
521.2520281992762,1.377340898E9,2,ce3b29d4-a651-4b5a-8049-3f4906a4f1f7,17
307.86998348288733,1.377340953E9,2,ce3b29d4-a651-4b5a-8049-3f4906a4f1f7,5
465.7357869621542,1.377340982E9,2,ce3b29d4-a651-4b5a-8049-3f4906a4f1f7,4
208.17910826205767,1.377341281E9,2,ce3b29d4-a651-4b5a-8049-3f4906a4f1f7,24
448.1327904778029,1.377338004271E9,2,23f52d2c-8e13-4ef1-9f40-1efd878914fe,8
365.1391835810648,1.377339258E9,2,23f52d2c-8e13-4ef1-9f40-1efd878914fe,19
938.4349682736001,1.377339261E9,2,23f52d2c-8e13-4ef1-9f40-1efd878914fe,15
633.6233503373392,1.377339272E9,2,23f52d2c-8e13-4ef1-9f40-1efd878914fe,21
566.9886619429177,1.37733931E9,2,23f52d2c-8e13-4ef1-9f40-1efd878914fe,14
195.88674651804388,1.377339347E9,2,23f52d2c-8e13-4ef1-9f40-1efd878914fe,13
196.01817002916968,1.377339364E9,2,23f52d2c-8e13-4ef1-9f40-1efd878914fe,12
635.9165742134202,1.377339379E9,2,23f52d2c-8e13-4ef1-9f40-1efd878914fe,24
413.0402408724262,1.377339389E9,2,23f52d2c-8e13-4ef1-9f40-1efd878914fe,22
