Distance,AnswerType
216.25081967747627,4
229.97864202786545,4
243.01263190153782,4
256.8176656139019,4
272.6450058356646,4
275.2079505155576,4
291.88690909355626,4
311.7442374793908,4
324.27671761262246,4
316.172574570713,4
314.9371479557537,4
323.98210794634315,4
327.5946964004734,4
341.0901659092993,4
355.07476187662877,4
370.8588903405953,4
387.0578889703794,4
403.0482775945488,4
420.4838769326699,4
442.0766673178096,4
445.62167923999374,4
451.69192699996455,4
457.46383951658635,4
466.753997935333,4
471.43177306947615,4
476.3610330746148,4
492.54408157816636,4
492.54408157816636,4
493.1985740846557,4
493.9215708216797,4
499.06595593678463,4
502.7984144928092,4
509.05434056278744,4
513.3753961357021,4
516.7655805185623,4
519.9855553673484,4
521.237819053027,4
524.0046657404744,4
526.6446704294871,4
528.5069712588165,4
530.1573327924651,4
531.6663675943502,4
532.6494509520206,4
539.2977647071533,4
531.3044011747428,4
519.5768814541492,4
506.7180527416726,4
490.8656569448025,4
476.70527596947574,4
468.1377746049161,4
454.00098541587425,4
443.40056270832144,4
439.36057717582435,4
426.36060794443745,4
422.3491268475186,4
411.86792544041117,4
397.50731416119487,4
384.6838278653511,4
372.7802575700788,4
362.07589778952206,4
358.3889453110456,4
346.0347735447324,4
338.23700630012394,4
326.95179289357765,4
323.9651111672814,4
316.1871779938809,4
306.38267815236185,4
524.5972308299941,4
297.6149574059638,4
285.4455314388641,4
272.0322472143949,4
258.6377689449125,4
242.15534702464444,4
229.86165094753426,4
217.80505506594415,4
200.5861470188481,4
187.51712514945763,4
178.90372808244618,4
170.3497123644262,4
168.61550324976415,4
165.1688445161658,4
398.5632722596533,4
167.50550221659176,4
169.28246861368126,4
176.38356805685908,4
177.02820655924248,4
194.36503411688287,4
196.94596096589459,4
196.7600928350564,4
196.35210053482965,4
195.20941035039877,4
191.9290404751745,4
190.61160874855904,4
186.3360700675721,4
176.05594019275517,4
163.40660335866966,4
163.86195429785687,4
140.60580919788958,4
141.61618624720452,4
128.13251332657032,4
135.09876131564482,4
159.12207665200881,4
182.72676593732905,4
182.23321314285008,4
107.44893899773481,4
107.44893899773481,4
107.5174118088422,4
107.29700393023674,4
110.92440447671994,4
110.92440447671994,4
110.92440447671994,4
110.92440447671994,4
98.93518181074184,4
114.93512240462587,4
127.66017745930134,4
143.7302540716804,4
152.2740691086061,4
157.58812734335868,4
157.72161077297534,4
165.32740432063432,4
167.50241084577945,4
155.29258705145162,4
155.29258705145162,4
155.29258705145162,4
160.0934665126648,4
160.0934665126648,4
177.34623126171624,4
184.89261293581487,4
181.84922814299136,4
183.19923055477952,4
158.11950201501153,4
183.36949426009798,4
196.19471941067872,4
198.6222171737236,4
215.72406801004377,4
208.57649252032533,4
200.15427297227748,4
200.15427297227748,4
200.15427297227748,4
177.2831955317165,4
197.56928484697002,4
201.27694501484967,4
204.9274799385194,4
207.14150857903445,4
207.68040765832254,4
219.48724164875352,4
231.4659753831161,4
240.39514992145263,4
248.783322709395,4
273.49080268662334,4
277.6232223960379,4
277.6232223960379,4
277.6232223960379,4
279.1034959886582,4
279.1675027576372,4
282.78581427593116,4
277.7402673354727,4
272.08750652434054,4
270.8249432312483,4
270.54992331746433,4
248.2382224046254,4
234.5403321386718,4
224.09819630013217,4
272.23208801383026,4
213.83745440247557,4
205.61429883279715,4
196.02642774896512,4
189.38932757358438,4
181.70768236871848,4
174.90583033142494,4
165.66237373798384,4
146.25097175944242,4
156.4093234844201,4
158.62682170860904,4
159.15508423749148,4
157.89324467648785,4
166.55327943573536,4
164.51851110771258,4
163.7184714051229,4
161.3789600645168,4
158.15055199623933,4
152.63912663168017,4
141.08716489858818,4
138.1542997735411,4
146.28771291652262,4
166.0187784645506,4
185.7109453569521,4
205.42895214963357,4
207.56664663339674,4
207.76786139681636,4
210.99260676045915,4
204.98880302809343,4
202.96640489962886,4
205.4218397211007,4
202.04807647562808,4
146.33852439621757,4
203.1846056353519,4
203.30786892466256,4
203.7409929502708,4
203.7409929502708,4
201.2415912317605,4
201.2415912317605,4
203.18587940015107,4
199.97579637444673,4
202.51366316039022,4
204.28218773117115,4
206.10078253396338,4
208.09519128718014,4
210.9994609513146,4
213.8089980818849,4
215.8338380649678,4
218.76223930576504,4
208.54907028182978,4
193.38496402491728,4
179.22801544119682,4
166.6924772442517,4
218.59503005558034,4
166.82576297067095,4
166.47428199564638,4
154.09937542599658,4
144.27797543751913,4
131.82160844493285,4
129.19088910969145,4
133.2410210582938,4
138.80028847001904,4
142.83141381476233,4
141.16289554543368,4
139.68102607033228,4
140.3081158764453,4
142.83723534458332,4
146.97054004494615,4
154.03697016548605,4
166.42475694883206,4
157.70654379148138,4
152.07928519570947,4
151.81224260047924,4
154.59384517511387,4
155.64944422690098,4
149.60647921159327,4
148.76777958251057,4
148.8951178265432,4
147.01373791847547,4
158.5003902575642,4
141.3577071099418,4
139.5994093279359,4
143.35349975221885,4
147.20288865901887,4
149.87914540572663,4
156.06076948887812,4
158.79377368491106,4
166.3958216664811,4
171.7873916489182,4
170.9190690410494,4
171.71315630664188,4
146.49956051465523,4
169.51423482757846,4
172.24119195576094,4
173.0412511431174,4
174.0485549983531,4
173.03775819982218,4
174.60764256940547,4
191.46956039150822,4
194.81524804646688,4
211.92116758154253,4
219.42751759820842,4
236.1552043603258,4
249.9346507197431,4
266.54072041713135,4
270.4734513710354,4
288.1436164812168,4
297.85568686431577,4
313.2611340676577,4
323.2063319274922,4
330.4499731062927,4
337.924964708853,4
149.24431143641021,4
345.15194148791005,4
353.5506950703454,4
361.7256442307026,4
371.9314312655361,4
380.47257982343496,4
380.8415842346547,4
374.64303714021605,4
386.8848767506943,4
392.11059846975945,4
403.42109778946934,4
407.0975547650147,4
410.34667673456465,4
411.7130816724348,4
414.9931519378746,4
418.8678276958555,4
423.6522486959529,4
431.87920177602274,4
446.5673625416219,4
454.1645480043028,4
460.5543092621293,4
471.59773956571087,4
475.31816980860293,4
486.0987957633604,4
492.67690620542777,4
499.81673932791574,4
509.8663891798608,4
521.0984084705422,4
532.37373355169,4
543.9892484260257,4
554.6145502247632,4
564.8881294487643,4
574.6163522697842,4
400.0264997941151,4
579.0833591174757,4
581.3659158572591,4
638.2733393051184,4
640.4762499137154,4
640.4762499137154,4
640.4762499137154,4
640.4762499137154,4
640.4762499137154,4
658.6884389794773,4
644.3398530137297,4
1143.3909687689916,4
1139.5716471553812,4
263.58616469256924,2
282.63922594326306,2
321.7885363754833,2
322.7459499739851,2
324.06997445363976,2
389.8605144186232,2
390.09800885482144,2
385.4180436017975,2
452.5152357361392,2
450.5167261465012,2
458.981466363644,2
541.9544784045645,2
473.63174843447626,2
461.9560055003861,2
504.97464858620816,2
506.6570403050394,2
502.052139008136,2
500.79386923081086,2
503.1527115610167,2
503.68700912930285,2
504.4498688996554,2
505.1432919507149,2
505.1432919507149,2
505.1432919507149,2
505.1432919507149,2
505.1432919507149,2
505.1432919507149,2
465.094607182206,2
505.1432919507149,2
505.1432919507149,2
505.1432919507149,2
505.1432919507149,2
505.1432919507149,2
505.1432919507149,2
505.1432919507149,2
505.1432919507149,2
505.1432919507149,2
505.1432919507149,2
505.1432919507149,2
505.1432919507149,2
505.1432919507149,2
505.1432919507149,2
505.1432919507149,2
505.1432919507149,2
505.1432919507149,2
505.1432919507149,2
505.1432919507149,2
505.1432919507149,2
472.97935468876943,2
505.1432919507149,2
505.1432919507149,2
505.1432919507149,2
514.0718690660274,2
513.8366229343002,2
514.0462686111622,2
514.4908938148753,2
514.4908938148753,2
514.4908938148753,2
514.4908938148753,2
514.4908938148753,2
514.4908938148753,2
514.4908938148753,2
514.4908938148753,2
514.4908938148753,2
507.3883951191383,2
506.2062684103416,2
505.40196686663097,2
505.876007188741,2
506.3884866780433,2
466.34424717456886,2
506.75187113925597,2
506.75187113925597,2
506.75187113925597,2
506.75187113925597,2
464.82385929921605,2
469.1456760663067,2
469.5277482833351,2
470.3978805651351,2
471.26093863065967,2
471.0130472595635,2
470.71666755979095,2
470.8417959597789,2
470.8417959597789,2
470.8417959597789,2
470.8417959597789,2
470.8417959597789,2
470.8417959597789,2
470.8417959597789,2
470.8417959597789,2
456.90855549065935,2
470.8417959597789,2
465.3052451962928,2
465.2115526450226,2
463.7568159147629,2
455.6286646783443,2
461.9210372798512,2
462.48956984115904,2
463.3111011457218,2
464.0757676627311,2
463.8914165285397,2
461.5548785040491,2
458.87922288490483,2
460.5280425804687,2
460.4202955775569,2
461.420025884842,2
462.13069070648095,2
463.38385289727734,2
464.2172253333856,2
463.5631613202101,2
463.14647663854277,2
463.2296039538843,2
463.0305735133491,2
457.2971496920728,2
461.9667251368959,2
459.39900270989364,2
461.9105671502349,2
462.5527303420388,2
462.5742346284871,2
462.7983948954716,2
462.5652422351652,2
462.4134905717485,2
462.9709735208043,2
464.1177702085107,2
465.4142926847663,2
466.470177593372,2
453.3043599797192,2
466.4614555386911,2
465.8890905863603,2
464.4803831810324,2
463.30049553370054,2
462.2286697285758,2
461.95213950999477,2
462.4536289011966,2
462.6557495477563,2
463.88467017476046,2
464.9177738895779,2
466.880357935244,2
468.4011683910352,2
468.09850728517983,2
467.38399273745523,2
467.7174376291939,2
468.02035950578176,2
467.85015172690805,2
467.712122148439,2
468.00510599212794,2
468.41265161952987,2
469.01363729312783,2
468.74394778048463,2
469.06849286014756,2
469.34587647915,2
468.0196232341261,2
469.6623316361255,2
470.999275300912,2
472.1050276294094,2
