Distance,AnswerType,ID,Question
151.29312414844316,2,811a74ad-03db-45e3-8b2a-b35436abc04c,8
210.9972765940196,2,811a74ad-03db-45e3-8b2a-b35436abc04c,7
210.9972765940196,2,811a74ad-03db-45e3-8b2a-b35436abc04c,2
302.7674340583953,2,811a74ad-03db-45e3-8b2a-b35436abc04c,3
358.01556060812806,2,811a74ad-03db-45e3-8b2a-b35436abc04c,17
567.1729568917484,1,811a74ad-03db-45e3-8b2a-b35436abc04c,4
768.296611659695,2,811a74ad-03db-45e3-8b2a-b35436abc04c,5
406.20301238977584,1,811a74ad-03db-45e3-8b2a-b35436abc04c,22
383.72722737605017,1,811a74ad-03db-45e3-8b2a-b35436abc04c,12
470.30063393444743,1,811a74ad-03db-45e3-8b2a-b35436abc04c,13
69.7450636370334,1,811a74ad-03db-45e3-8b2a-b35436abc04c,24
153.93091214694408,1,811a74ad-03db-45e3-8b2a-b35436abc04c,6
329.5909938502918,2,811a74ad-03db-45e3-8b2a-b35436abc04c,10
323.389629859467,1,811a74ad-03db-45e3-8b2a-b35436abc04c,20
34.13022477199031,1,811a74ad-03db-45e3-8b2a-b35436abc04c,16
433.4168594108524,1,811a74ad-03db-45e3-8b2a-b35436abc04c,19
319.60865264260565,2,811a74ad-03db-45e3-8b2a-b35436abc04c,15
515.133584774511,2,811a74ad-03db-45e3-8b2a-b35436abc04c,14
814.3167618326441,2,811a74ad-03db-45e3-8b2a-b35436abc04c,11
45.14934620019389,4,5e4b0bfd-479f-4772-857d-af9df9ae046a,8
108.43111384772888,4,5e4b0bfd-479f-4772-857d-af9df9ae046a,8
250.0535353937421,3,5e4b0bfd-479f-4772-857d-af9df9ae046a,7
37.737961325129575,3,5e4b0bfd-479f-4772-857d-af9df9ae046a,3
303.0135645906921,4,5e4b0bfd-479f-4772-857d-af9df9ae046a,2
18.586319241829163,3,5e4b0bfd-479f-4772-857d-af9df9ae046a,17
232.4468642106121,3,5e4b0bfd-479f-4772-857d-af9df9ae046a,4
767.2006473982356,4,5e4b0bfd-479f-4772-857d-af9df9ae046a,5
407.0362501147771,3,5e4b0bfd-479f-4772-857d-af9df9ae046a,22
388.2270814351378,3,5e4b0bfd-479f-4772-857d-af9df9ae046a,12
463.7733271101464,3,5e4b0bfd-479f-4772-857d-af9df9ae046a,13
55.89941898657048,3,5e4b0bfd-479f-4772-857d-af9df9ae046a,24
153.5331951955818,3,5e4b0bfd-479f-4772-857d-af9df9ae046a,6
279.7035862078972,3,5e4b0bfd-479f-4772-857d-af9df9ae046a,10
285.46610247380585,4,5e4b0bfd-479f-4772-857d-af9df9ae046a,20
43.42956534878527,3,5e4b0bfd-479f-4772-857d-af9df9ae046a,16
438.1309832628261,3,5e4b0bfd-479f-4772-857d-af9df9ae046a,19
313.99106914598485,4,5e4b0bfd-479f-4772-857d-af9df9ae046a,15
507.72008129781165,4,5e4b0bfd-479f-4772-857d-af9df9ae046a,14
814.1993594505343,4,5e4b0bfd-479f-4772-857d-af9df9ae046a,11
263.58616469256924,2,198ffa6e-9f01-42d1-a905-16492ef1f0be,8
283.57966031613324,2,198ffa6e-9f01-42d1-a905-16492ef1f0be,8
82.02882609326198,1,198ffa6e-9f01-42d1-a905-16492ef1f0be,7
59.89333588217546,1,198ffa6e-9f01-42d1-a905-16492ef1f0be,2
295.63304765619307,2,198ffa6e-9f01-42d1-a905-16492ef1f0be,3
168.738384323289,1,198ffa6e-9f01-42d1-a905-16492ef1f0be,17
220.37436724854933,1,198ffa6e-9f01-42d1-a905-16492ef1f0be,4
775.0973292537008,2,198ffa6e-9f01-42d1-a905-16492ef1f0be,5
389.6661729245061,1,198ffa6e-9f01-42d1-a905-16492ef1f0be,22
380.9485189107453,1,198ffa6e-9f01-42d1-a905-16492ef1f0be,12
467.14053213635634,1,198ffa6e-9f01-42d1-a905-16492ef1f0be,13
60.78837509449484,1,198ffa6e-9f01-42d1-a905-16492ef1f0be,24
166.5672560762323,2,198ffa6e-9f01-42d1-a905-16492ef1f0be,6
373.68376211369406,1,198ffa6e-9f01-42d1-a905-16492ef1f0be,10
209.7374634823711,1,198ffa6e-9f01-42d1-a905-16492ef1f0be,20
45.950797401341276,1,198ffa6e-9f01-42d1-a905-16492ef1f0be,16
444.80807522788143,1,198ffa6e-9f01-42d1-a905-16492ef1f0be,19
319.83740478344055,2,198ffa6e-9f01-42d1-a905-16492ef1f0be,15
518.1040387723264,2,198ffa6e-9f01-42d1-a905-16492ef1f0be,14
840.1968161091739,2,198ffa6e-9f01-42d1-a905-16492ef1f0be,11
279.0613743466328,2,6ea8539c-ed7e-4249-8391-5cea801a884a,23
43.047162585791966,1,6ea8539c-ed7e-4249-8391-5cea801a884a,23
354.5698699577173,1,6ea8539c-ed7e-4249-8391-5cea801a884a,11
930.2494207844821,1,6ea8539c-ed7e-4249-8391-5cea801a884a,15
918.4455139197474,2,6ea8539c-ed7e-4249-8391-5cea801a884a,21
868.25228597582,2,6ea8539c-ed7e-4249-8391-5cea801a884a,19
199.31911244050738,2,6ea8539c-ed7e-4249-8391-5cea801a884a,16
112.05484008045678,2,6ea8539c-ed7e-4249-8391-5cea801a884a,20
204.53957985603574,2,6ea8539c-ed7e-4249-8391-5cea801a884a,7
7.19628680470615,1,6ea8539c-ed7e-4249-8391-5cea801a884a,24
164.85889909184488,2,6ea8539c-ed7e-4249-8391-5cea801a884a,6
276.0825960161264,2,6ea8539c-ed7e-4249-8391-5cea801a884a,10
310.8141372275296,1,6ea8539c-ed7e-4249-8391-5cea801a884a,17
147.80628389833004,2,6ea8539c-ed7e-4249-8391-5cea801a884a,4
147.80628389833004,2,6ea8539c-ed7e-4249-8391-5cea801a884a,3
476.8406734652916,2,6ea8539c-ed7e-4249-8391-5cea801a884a,2
681.552480857202,2,6ea8539c-ed7e-4249-8391-5cea801a884a,12
531.3670785237673,2,6ea8539c-ed7e-4249-8391-5cea801a884a,13
934.0793783507357,2,6ea8539c-ed7e-4249-8391-5cea801a884a,22
424.89158072713343,2,6ea8539c-ed7e-4249-8391-5cea801a884a,14
30.158690879593948,1,f3677da1-d254-45b9-8d4e-8ae7fa3e0419,23
352.8448341656392,1,f3677da1-d254-45b9-8d4e-8ae7fa3e0419,11
906.4631676766636,1,f3677da1-d254-45b9-8d4e-8ae7fa3e0419,15
947.0383381845655,1,f3677da1-d254-45b9-8d4e-8ae7fa3e0419,21
133.39839780283918,2,f3677da1-d254-45b9-8d4e-8ae7fa3e0419,19
208.13205290316256,1,f3677da1-d254-45b9-8d4e-8ae7fa3e0419,16
152.7711065128243,1,f3677da1-d254-45b9-8d4e-8ae7fa3e0419,20
97.65919056725018,1,f3677da1-d254-45b9-8d4e-8ae7fa3e0419,7
60.67796867114488,1,f3677da1-d254-45b9-8d4e-8ae7fa3e0419,24
167.80907609953567,2,f3677da1-d254-45b9-8d4e-8ae7fa3e0419,6
275.2510465408544,2,f3677da1-d254-45b9-8d4e-8ae7fa3e0419,10
326.88556646305045,1,f3677da1-d254-45b9-8d4e-8ae7fa3e0419,17
152.890535377857,2,f3677da1-d254-45b9-8d4e-8ae7fa3e0419,4
152.890535377857,2,f3677da1-d254-45b9-8d4e-8ae7fa3e0419,3
481.4300532763986,2,f3677da1-d254-45b9-8d4e-8ae7fa3e0419,2
680.7372134618154,2,f3677da1-d254-45b9-8d4e-8ae7fa3e0419,12
528.7454466515353,2,f3677da1-d254-45b9-8d4e-8ae7fa3e0419,13
933.5216163560425,2,f3677da1-d254-45b9-8d4e-8ae7fa3e0419,22
428.4019531702208,2,f3677da1-d254-45b9-8d4e-8ae7fa3e0419,14
32.06463835354842,1,cf129e6a-7aa0-4492-81c5-e27b83aa2f68,8
18.116365564258885,1,cf129e6a-7aa0-4492-81c5-e27b83aa2f68,8
135.89440949815977,1,cf129e6a-7aa0-4492-81c5-e27b83aa2f68,18
68.91897919018241,1,cf129e6a-7aa0-4492-81c5-e27b83aa2f68,24
41.11043723303286,1,e3339549-b424-4d84-8bad-7ab740047b3f,8
22.94630856738824,1,e3339549-b424-4d84-8bad-7ab740047b3f,8
127.85394378786896,1,e3339549-b424-4d84-8bad-7ab740047b3f,18
61.51016526787913,1,e3339549-b424-4d84-8bad-7ab740047b3f,24
168.42691189085332,2,e3339549-b424-4d84-8bad-7ab740047b3f,6
65.96315039524667,1,e3339549-b424-4d84-8bad-7ab740047b3f,1
42.05190289612744,1,e3339549-b424-4d84-8bad-7ab740047b3f,2
117.28617624110252,1,e3339549-b424-4d84-8bad-7ab740047b3f,3
220.80499783708987,1,e3339549-b424-4d84-8bad-7ab740047b3f,4
773.1361728922187,2,e3339549-b424-4d84-8bad-7ab740047b3f,5
697.5099991407017,1,e3339549-b424-4d84-8bad-7ab740047b3f,22
379.9405563636373,2,e3339549-b424-4d84-8bad-7ab740047b3f,12
527.2294018955793,2,e3339549-b424-4d84-8bad-7ab740047b3f,13
381.8604135522344,2,e3339549-b424-4d84-8bad-7ab740047b3f,14
1144.9289831229776,2,e3339549-b424-4d84-8bad-7ab740047b3f,15
266.9900512131098,2,e3339549-b424-4d84-8bad-7ab740047b3f,21
306.4018770195453,2,e3339549-b424-4d84-8bad-7ab740047b3f,19
172.36553865041571,2,e3339549-b424-4d84-8bad-7ab740047b3f,16
321.72315979356773,2,e3339549-b424-4d84-8bad-7ab740047b3f,11
176.83894094606518,2,e3339549-b424-4d84-8bad-7ab740047b3f,23
45.00625156340204,1,fc39f6d2-ee77-4909-87a8-4670b4d24058,8
18.587843490388504,2,fc39f6d2-ee77-4909-87a8-4670b4d24058,8
10.091435688802019,1,fc39f6d2-ee77-4909-87a8-4670b4d24058,18
66.97649269258022,1,fc39f6d2-ee77-4909-87a8-4670b4d24058,24
