Question,Answer,Latitude,Longitude,Altitude,Accuracy,Altitude Accuracy,Heading,Speed,Timestamp,TeamId,DeviceType,DeviceI,x,y,Answer,AnswerInt,Distance
15,D,52.219959259,6.8942856789,91,1.720465064,null,0,0,1377339222000,AAG07,android,e3339549-b424-4d84-8bad-7ab740047b3f,257980.984373052,471278.561881625,CD,2,383.799567012385
21,2000,52.219959259,6.8942856789,91,1.720465064,null,0,0,1377339222000,AAG07,android,e3339549-b424-4d84-8bad-7ab740047b3f,257980.984373052,471278.561881625,CD,2,1144.9289831229776
19,C,52.219959259,6.8942856789,91,1.6401219368,null,0,0,1377339245000,AAG07,android,e3339549-b424-4d84-8bad-7ab740047b3f,257980.984373052,471278.561881625,ID,4,266.9900512131098
16,B,52.219959259,6.8942856789,91,2.2203605175,null,0,0,1377339258000,AAG07,android,e3339549-b424-4d84-8bad-7ab740047b3f,257980.984373052,471278.561881625,CD,2,306.4018770195453
11,D,52.219959259,6.8942856789,91,2.2203605175,null,0,0,1377339258000,AAG07,android,e3339549-b424-4d84-8bad-7ab740047b3f,257980.984373052,471278.561881625,CC,1,172.36553865041571
23,1.2,52.219959259,6.8942856789,92,1.9416488409,null,0,0,1377339294000,AAG07,android,e3339549-b424-4d84-8bad-7ab740047b3f,257980.984373052,471278.561881625,ID,4,321.72315979356773
9,C,52.219959259,6.8942856789,92,1.6401219368,null,0,0,1377339305000,AAG07,android,e3339549-b424-4d84-8bad-7ab740047b3f,257980.984373052,471278.561881625,CC,1,176.83894094606518
8,A,52.2208330333,6.8955135607,89.7245231574,6,null,2.8763098717,0,1377336290999,AAG07,android,fc39f6d2-ee77-4909-87a8-4670b4d24058,258062.856636944,471377.50931443,CC,1,29.221966479612544
18,D,52.2197926055,6.8961623128,90.1906946486,6,null,169.6877441406,0,1377336672999,AAG07,android,fc39f6d2-ee77-4909-87a8-4670b4d24058,258109.590280672,471262.689433767,CC,1,141.8942680688926
24,1,52.2197941412,6.8961203636,90.9714014371,12,null,266.7863464355,0.6625211835,1377336685999,AAG07,android,fc39f6d2-ee77-4909-87a8-4670b4d24058,258106.720557151,471262.800621924,CC,1,7.339708889182196
6,blauw,52.2192091272,6.896339995,98.2388629836,8,null,348.3881835938,0,1377336788999,AAG07,android,fc39f6d2-ee77-4909-87a8-4670b4d24058,258123.081424755,471198.03319379,CC,1,7.19270533864665
1,C,52.2181940336,6.8966384152,96.3448828486,12,null,174.2910766602,1.4054377079,1377336985999,AAG07,android,fc39f6d2-ee77-4909-87a8-4670b4d24058,258145.822091786,471085.533794973,CC,1,63.44299850107808
23,1.5,52.22146738,6.89514656,106,20,null,null,0,1377336726000,AAD12,android,3d4859a7-43a0-4dd2-8273-356858b13596,258036.314295415,471447.555538226,CD,2,325.4628715857194
11,D,52.22142225,6.89512475,102,6,null,null,0,1377336759000,AAD12,android,3d4859a7-43a0-4dd2-8273-356858b13596,258034.92860523,471442.504066559,CC,1,4.7444255101066135
15,D,52.22203512,6.89053462,77,3,null,null,0,1377337269000,AAD12,android,3d4859a7-43a0-4dd2-8273-356858b13596,257719.906770332,471504.170229218,CC,1,40.988437141946136
21,2000,52.23110958,6.88882628,93,3,null,null,0,1377337915792,AAD12,android,3d4859a7-43a0-4dd2-8273-356858b13596,257582.282116164,472511.240617184,CD,2,320.5843745580172
19,B,52.22198887,6.8966317,98,4,null,null,0,1377339518000,AAD12,android,3d4859a7-43a0-4dd2-8273-356858b13596,258136.574513862,471507.680014489,CC,1,45.55172915336868
16,B,52.22240544,6.89570346,91,5,null,null,0,1377339665000,AAD12,android,3d4859a7-43a0-4dd2-8273-356858b13596,258072.1917007,471552.701375488,CC,1,52.15417954028749
20,C,52.22112846,6.89895642,90,9,null,3,0.75,1377340111000,AAD12,android,3d4859a7-43a0-4dd2-8273-356858b13596,258297.398289682,471415.273092924,CD,2,200049.2516892886
23,1.5,52.221390456,6.8952402938,90.2,10,null,28.7800006866,1.3125,1377336577000,AAD12,android,2dc12d62-5822-4216-9ee3-829062b586d5,258042.896384613,471439.131339097,CD,2,315.2417349366354
11,D,52.2212830419,6.8951524515,91.6,5,null,160.9299926758,0.5,1377336643000,AAD12,android,2dc12d62-5822-4216-9ee3-829062b586d5,258037.143323482,471427.05724643,CC,1,17.988869110206537
15,D,52.2219676338,6.890725214,64.7,5,null,353.4400024414,1,1377337247000,AAD12,android,2dc12d62-5822-4216-9ee3-829062b586d5,257733.084100902,471496.932749281,CC,1,54.3078798793207
21,2000,52.2309977096,6.8888567202,63.2,5,null,301.3999938965,0.0625,1377337905000,AAD12,android,2dc12d62-5822-4216-9ee3-829062b586d5,257584.619183617,472498.838642802,CD,2,315.00814462962705
19,B,52.2220068192,6.8965647183,87.4,5,null,322.9700012207,0.375,1377339487000,AAD12,android,2dc12d62-5822-4216-9ee3-829062b586d5,258131.956664283,471509.581498668,CC,1,40.583345054424015
16,B,52.2224665666,6.895417152,86.2,5,null,63.0699996948,0.6875,1377339667000,AAD12,android,2dc12d62-5822-4216-9ee3-829062b586d5,258052.489471025,471559.094447881,CC,1,32.62217317048803
20,C,52.2196985688,6.8987964001,88.2,5,null,5.2100000381,1.6875,1377339933000,AAD12,android,2dc12d62-5822-4216-9ee3-829062b586d5,258289.78165485,471255.977258271,CD,2,200041.71732308317
7,C,52.2196985688,6.8987964001,88.2,5,null,5.2100000381,1.6875,1377339933000,AAD12,android,2dc12d62-5822-4216-9ee3-829062b586d5,258289.78165485,471255.977258271,CD,2,252.24040688937959
24,1,52.2200754192,6.8956518453,76.9,15,null,175.1499938965,1.125,1377340744000,AAD12,android,2dc12d62-5822-4216-9ee3-829062b586d5,258074.058157303,471293.425232847,CC,1,38.03185990815231
6,blauw,52.2200754192,6.8956518453,76.9,15,null,175.1499938965,1.125,1377340744000,AAD12,android,2dc12d62-5822-4216-9ee3-829062b586d5,258074.058157303,471293.425232847,CC,1,108.8933602055275
10,C,52.2200754192,6.8956518453,76.9,15,null,175.1499938965,1.125,1377340744000,AAD12,android,2dc12d62-5822-4216-9ee3-829062b586d5,258074.058157303,471293.425232847,CD,2,250.96382207531815
17,A,52.2200754192,6.8956518453,76.9,15,null,175.1499938965,1.125,1377340744000,AAD12,android,2dc12d62-5822-4216-9ee3-829062b586d5,258074.058157303,471293.425232847,CD,2,325.54960467789806
4,...,52.2200754192,6.8956518453,76.9,15,null,175.1499938965,1.125,1377340744000,AAD12,android,2dc12d62-5822-4216-9ee3-829062b586d5,258074.058157303,471293.425232847,ID,4,422.4077183778818
3,A,52.2200754192,6.8956518453,76.9,15,null,175.1499938965,1.125,1377340744000,AAD12,android,2dc12d62-5822-4216-9ee3-829062b586d5,258074.058157303,471293.425232847,CD,2,278.6877455711463
2,C,52.2200754192,6.8956518453,76.9,15,null,175.1499938965,1.125,1377340744000,AAD12,android,2dc12d62-5822-4216-9ee3-829062b586d5,258074.058157303,471293.425232847,CD,2,278.6877455711463
12,B,52.2200754192,6.8956518453,76.9,15,null,175.1499938965,1.125,1377340744000,AAD12,android,2dc12d62-5822-4216-9ee3-829062b586d5,258074.058157303,471293.425232847,CC,1,105.4870061286072
13,dienst uitvoering onderwijs,52.2200754192,6.8956518453,76.9,15,null,175.1499938965,1.125,1377340744000,AAD12,android,2dc12d62-5822-4216-9ee3-829062b586d5,258074.058157303,471293.425232847,CD,2,469.0796900177929
22,C,52.2200754192,6.8956518453,76.9,15,null,175.1499938965,1.125,1377340744000,AAD12,android,2dc12d62-5822-4216-9ee3-829062b586d5,258074.058157303,471293.425232847,CD,2,524.3815363870731
14,B,52.2200754192,6.8956518453,76.9,15,null,175.1499938965,1.125,1377340744000,AAD12,android,2dc12d62-5822-4216-9ee3-829062b586d5,258074.058157303,471293.425232847,ID,4,622.5214383104645
9,C,52.2200754192,6.8956518453,76.9,15,null,175.1499938965,1.125,1377340744000,AAD12,android,2dc12d62-5822-4216-9ee3-829062b586d5,258074.058157303,471293.425232847,CC,1,87.56076951261312
23,1.50,52.2212378458,6.8951430651,96.5515541198,12,null,null,0,1377336569001,AAD12,android,025feb1b-042a-4c03-8a85-d8a3b85a4d7e,258036.606592176,471422.016075255,ID,4,311.17947791923535
11,D,52.2214178142,6.8951286727,96.6769785983,8,null,342.2517700195,0.5602371097,1377336674001,AAD12,android,025feb1b-042a-4c03-8a85-d8a3b85a4d7e,258035.206875995,471442.016180726,CC,1,5.153203439010891
15,D,52.2220387592,6.8904652266,85.9747835277,8,null,203.0642242432,0,1377337344001,AAD12,android,025feb1b-042a-4c03-8a85-d8a3b85a4d7e,257715.157323893,471504.476768952,CC,1,38.62181264115897
21,2000,52.2311084605,6.8889614673,91.3342939635,6,null,134.2240447998,0,1377337920000,AAD12,android,025feb1b-042a-4c03-8a85-d8a3b85a4d7e,257591.518998822,472511.307353219,CD,2,311.76160406697613
19,B,52.2219341933,6.8965889921,89.7482679739,6,null,288.3804321289,0,1377339462000,AAD12,android,025feb1b-042a-4c03-8a85-d8a3b85a4d7e,258133.783279924,471501.536768426,CC,1,45.16501843393364
16,B,52.2224044489,6.8955463083,90.8260930516,6,null,134.3050384521,1.3200173378,1377339661000,AAD12,android,025feb1b-042a-4c03-8a85-d8a3b85a4d7e,258061.457274619,471552.367741458,CC,1,43.788156835863184
20,C,52.2211696023,6.8988849808,86.9063520788,6,null,113.1148681641,0.5467613339,1377340069000,AAD12,android,025feb1b-042a-4c03-8a85-d8a3b85a4d7e,258292.421946731,471419.748188846,CD,2,200044.27486705346
7,C,52.2202095927,6.8954448087,84.2150822573,8,null,184.4290618896,0,1377340617000,AAD12,android,025feb1b-042a-4c03-8a85-d8a3b85a4d7e,258059.602025759,471308.057056447,CC,1,69.82361581475006
24,1.00,52.2197965899,6.8961031087,86.9658227589,12,null,302.1366577148,1.1781527996,1377340854000,AAD12,android,025feb1b-042a-4c03-8a85-d8a3b85a4d7e,258105.535951536,471263.048491598,IC,3,6.151370432409362
6,blauw,52.2192441604,6.8965523603,92.1046908541,8,null,335.4732055664,1.3408743143,1377340961000,AAD12,android,025feb1b-042a-4c03-8a85-d8a3b85a4d7e,258137.510286134,471202.232494859,CC,1,7.835076968996524
10,C,52.2200935633,6.8987136952,97.9823183809,8,null,305.0811462402,1.1105475426,1377341604000,AAD12,android,025feb1b-042a-4c03-8a85-d8a3b85a4d7e,258283.214797326,471299.800510224,CC,1,149.8350018694631
17,A,52.2201487606,6.8986812432,89.1809757602,8,null,264.7248840332,0.829944849,1377341711000,AAD12,android,025feb1b-042a-4c03-8a85-d8a3b85a4d7e,258280.869529884,471305.894695991,CC,1,128.56005508444025
4,...,52.2201487606,6.8986812432,89.1809757602,8,null,264.7248840332,0.829944849,1377341711000,AAD12,android,025feb1b-042a-4c03-8a85-d8a3b85a4d7e,258280.869529884,471305.894695991,ID,4,358.03942286574176
3,A,52.2201686971,6.8985453284,88.4709897542,8,null,170.7868041992,0.5398715138,1377341863000,AAD12,android,025feb1b-042a-4c03-8a85-d8a3b85a4d7e,258271.537034693,471307.918944721,CD,2,280.05151127415525
2,C,52.2201859465,6.8986649422,87.6732807964,12,null,81.6739425659,1.3446246386,1377341902000,AAD12,android,025feb1b-042a-4c03-8a85-d8a3b85a4d7e,258279.669540138,471310.00821365,CD,2,284.5084565826502
12,B,52.220159142,6.8987293499,87.1593191973,8,null,299.9054260254,0,1377341949000,AAD12,android,025feb1b-042a-4c03-8a85-d8a3b85a4d7e,258284.132303084,471307.118094253,CD,2,316.0056546633528
13,dienst uitvoering onderwijs,52.220159142,6.8987293499,87.1593191973,8,null,299.9054260254,0,1377341949000,AAD12,android,025feb1b-042a-4c03-8a85-d8a3b85a4d7e,258284.132303084,471307.118094253,CD,2,670.2619951186662
22,C,52.220159142,6.8987293499,87.1593191973,8,null,299.9054260254,0,1377341949000,AAD12,android,025feb1b-042a-4c03-8a85-d8a3b85a4d7e,258284.132303084,471307.118094253,CD,2,671.2452427152227
14,C,52.220159142,6.8987293499,87.1593191973,8,null,299.9054260254,0,1377341949000,AAD12,android,025feb1b-042a-4c03-8a85-d8a3b85a4d7e,258284.132303084,471307.118094253,ID,4,832.1522917015728
9,D,52.220159142,6.8987293499,87.1593191973,8,null,299.9054260254,0,1377341949000,AAD12,android,025feb1b-042a-4c03-8a85-d8a3b85a4d7e,258284.132303084,471307.118094253,IC,3,144.221679688944
23,1.5,52.2204006,6.8970613,null,787,null,null,null,1377336505598,AAD12,android,2223d3a1-ac38-45a2-8eb2-42fdb0b132f7,258169.604838569,471331.604378048,CC,1,150.75390385942345
11,D,52.2213486,6.8953134,null,30,null,null,null,1377336746168,AAD12,android,2223d3a1-ac38-45a2-8eb2-42fdb0b132f7,258047.98802187,471434.578967577,CC,1,19.87029010945568
15,D,52.2219766444,6.8904717453,98.4000244141,30,null,337,1.3135499954,1377337248000,AAD12,android,2223d3a1-ac38-45a2-8eb2-42fdb0b132f7,257715.745961622,471497.576044558,CC,1,45.25182098815307
21,2000,52.2311318619,6.8887209333,83,5,null,3,0,1377337938000,AAD12,android,2223d3a1-ac38-45a2-8eb2-42fdb0b132f7,257575.034811248,472513.570329239,CD,2,328.1951473460373
19,B,52.2220303304,6.8966221344,101.299987793,10,null,11,1.8765000105,1377339473000,AAD12,android,2223d3a1-ac38-45a2-8eb2-42fdb0b132f7,258135.824957113,471512.278663574,CC,1,43.69829304958751
16,B,52.2223505611,6.8955325708,99.5999755859,10,null,58,0.9382500052,1377339647000,AAD12,android,2223d3a1-ac38-45a2-8eb2-42fdb0b132f7,258060.643432392,471546.35347512,CC,1,47.41388837382743
20,C,52.2214272,6.897628,null,66.202003479,null,null,null,1377340144364,AAD12,android,2223d3a1-ac38-45a2-8eb2-42fdb0b132f7,258205.944766494,471446.614736154,CD,2,199957.79691389418
7,C,52.2192417551,6.8969043531,93.700012207,15,null,250,2.4394497871,1377340532000,AAD12,android,2223d3a1-ac38-45a2-8eb2-42fdb0b132f7,258161.565966823,471202.465639757,CC,1,197.99468641693497
24,1,52.2198271053,6.896034563,92.299987793,15,null,136,0.2502000034,1377340860000,AAD12,android,2223d3a1-ac38-45a2-8eb2-42fdb0b132f7,258100.781940093,471266.345705863,CC,1,1.1989788724622479
6,blauw,52.2192589799,6.8964316975,93.5999755859,15,null,228,0.5629500151,1377340974000,AAD12,android,2223d3a1-ac38-45a2-8eb2-42fdb0b132f7,258129.231614168,471203.709466685,CC,1,3.788213282546439
10,C,52.2201199,6.8987047,null,30,null,null,null,1377341681992,AAD12,android,2223d3a1-ac38-45a2-8eb2-42fdb0b132f7,258282.5391282,471302.717517028,CC,1,152.738623730894
17,A,52.2201199,6.8987047,null,30,null,null,null,1377341681992,AAD12,android,2223d3a1-ac38-45a2-8eb2-42fdb0b132f7,258282.5391282,471302.717517028,CC,1,125.69631689574763
4,kreeft,52.2201199,6.8987047,null,30,null,null,null,1377341681992,AAD12,android,2223d3a1-ac38-45a2-8eb2-42fdb0b132f7,258282.5391282,471302.717517028,ID,4,354.7012316505251
3,A,52.2201199,6.8987047,null,30,null,null,null,1377341681992,AAD12,android,2223d3a1-ac38-45a2-8eb2-42fdb0b132f7,258282.5391282,471302.717517028,CD,2,278.53901701801914
2,C,52.2201199,6.8987047,null,30,null,null,null,1377341681992,AAD12,android,2223d3a1-ac38-45a2-8eb2-42fdb0b132f7,258282.5391282,471302.717517028,CD,2,278.53901701801914
12,B,52.2201199,6.8987047,null,30,null,null,null,1377341681992,AAD12,android,2223d3a1-ac38-45a2-8eb2-42fdb0b132f7,258282.5391282,471302.717517028,CD,2,314.1675865600203
13,Dienst uitvoerend Onderwijs,52.2201199,6.8987047,null,30,null,null,null,1377341681992,AAD12,android,2223d3a1-ac38-45a2-8eb2-42fdb0b132f7,258282.5391282,471302.717517028,ID,4,667.3990462403697
22,C,52.2201199,6.8987047,null,30,null,null,null,1377341681992,AAD12,android,2223d3a1-ac38-45a2-8eb2-42fdb0b132f7,258282.5391282,471302.717517028,CD,2,667.095825071734
14,B,52.2201199,6.8987047,null,30,null,null,null,1377341681992,AAD12,android,2223d3a1-ac38-45a2-8eb2-42fdb0b132f7,258282.5391282,471302.717517028,ID,4,830.6343968309227
9,C,52.2201199,6.8987047,null,30,null,null,null,1377341681992,AAD12,android,2223d3a1-ac38-45a2-8eb2-42fdb0b132f7,258282.5391282,471302.717517028,CC,1,143.91065994942107
8,A,52.2206665484,6.8953332135,74.3719256357,6,null,null,0,1377335994000,AAI15,android,535240bc-23f8-4dfb-8b25-3a2fd8500065,258050.919992912,471358.732408049,CC,1,35.96948075152821
8,A,52.2206139145,6.895361999,91.200012207,15,null,115,0.3127500117,1377336020000,AAI15,android,ef3b27e3-3377-4053-9595-9e207cb2a98c,258053.008513112,471352.918068941,CC,1,34.72776716884085
18,D,52.2206139145,6.895361999,91.200012207,15,null,115,0.3127500117,1377336020000,AAI15,android,ef3b27e3-3377-4053-9595-9e207cb2a98c,258053.008513112,471352.918068941,CC,1,43.82042167707889
24,1,52.2192261647,6.8967034388,112.9000244141,10,null,39,0,1377336654000,AAI15,android,ef3b27e3-3377-4053-9595-9e207cb2a98c,258147.874490471,471200.445467441,CC,1,80.84913084441406
6,Zwart,52.2192261647,6.8967034388,112.9000244141,5,null,39,0,1377336660000,AAI15,android,ef3b27e3-3377-4053-9595-9e207cb2a98c,258147.874490471,471200.445467441,IC,3,17.88004057151413
8,C,52.2208013,6.8953119,null,20,null,null,null,1377335641213,AAI15,android,3b1d41db-3a66-4344-89ae-74155f430f76,258049.151972041,471373.692536629,IC,3,39.82274841856258
18,D,52.22062782,6.89533114,94.5999984741,5,null,null,0,1377335997000,AAI15,android,3b1d41db-3a66-4344-89ae-74155f430f76,258050.867941412,471354.42112702,CC,1,42.79898844914982
24,1.00,52.21971992,6.89628331,94.5999984741,10,null,183.8000030518,0.25,1377336481000,AAI15,android,3b1d41db-3a66-4344-89ae-74155f430f76,258118.025681073,471254.775614206,IC,3,21.06929373945031
6,goud,52.21925822,6.89651584,91.5999984741,3,null,null,0,1377336681000,AAI15,android,3b1d41db-3a66-4344-89ae-74155f430f76,258134.982456684,471203.744607183,IC,3,6.232732752388444
1,C,52.21814541,6.89661005,94.1999969482,3,null,null,0,1377337074000,AAI15,android,3b1d41db-3a66-4344-89ae-74155f430f76,258143.996585491,471080.084326329,CC,1,61.016943251337786
2,C,52.21816538,6.89568614,99.9000015259,3,null,null,0,1377337630000,AAI15,android,3b1d41db-3a66-4344-89ae-74155f430f76,258080.822121832,471080.992073032,CC,1,116.61972017085976
3,C,52.21645122,6.90263977,98.3000030518,3,null,null,0,1377338768000,AAI15,android,3b1d41db-3a66-4344-89ae-74155f430f76,258559.929815321,470900.208929228,ID,4,395.46126451399124
4,k,52.21645122,6.90263977,98.3000030518,3,null,null,0,1377338768000,AAI15,android,3b1d41db-3a66-4344-89ae-74155f430f76,258559.929815321,470900.208929228,ID,4,245.04176584531137
5,oranje,52.22003256,6.89426055,66.9000015259,3,null,null,0,1377339836000,AAI15,android,3b1d41db-3a66-4344-89ae-74155f430f76,257979.097956801,471286.680551393,CD,2,695.1867395040349
22,C,52.22003256,6.89426055,66.9000015259,3,null,null,0,1377339836000,AAI15,android,3b1d41db-3a66-4344-89ae-74155f430f76,257979.097956801,471286.680551393,CD,2,473.5067288436148
12,B,52.22003256,6.89426055,66.9000015259,3,null,null,0,1377339836000,AAI15,android,3b1d41db-3a66-4344-89ae-74155f430f76,257979.097956801,471286.680551393,CC,1,10.355992576413454
13,dienst uitvoerend onderwijs,52.22006169,6.89430691,71,9,null,null,0,1377339930000,AAI15,android,3b1d41db-3a66-4344-89ae-74155f430f76,257982.198115315,471289.986954652,ID,4,385.5123674758772
8,A,52.2217872,6.8968679,null,780,null,null,null,1377336057232,AAI15,android,9432233c-af2d-4a15-b091-dc7702a9cf6d,258153.179160708,471485.581265008,CC,1,141.3243617486496
18,D,52.2217872,6.8968679,null,780,null,null,null,1377336057232,AAI15,android,9432233c-af2d-4a15-b091-dc7702a9cf6d,258153.179160708,471485.581265008,CC,1,128.5358035560178
24,1,52.2215321939,6.8957865424,100,50,null,0,0,1377336472000,AAI15,android,9432233c-af2d-4a15-b091-dc7702a9cf6d,258079.88926174,471455.675354266,CC,1,191.19902311633896
6,Blauw ,52.2191975405,6.8965656403,107.700012207,25,null,136,1.8139500618,1377336584000,AAI15,android,9432233c-af2d-4a15-b091-dc7702a9cf6d,258138.525614906,471197.065163819,IC,3,9.016616490372664
1,C,52.2180971643,6.8966227211,111.0999755859,5,null,142,0.4378499985,1377337056000,AAI15,android,9432233c-af2d-4a15-b091-dc7702a9cf6d,258144.974100667,471074.735269548,CC,1,56.86713076391114
2,A,52.2181705898,6.8957201578,116.200012207,10,null,140,0.4378499985,1377337564000,AAI15,android,9432233c-af2d-4a15-b091-dc7702a9cf6d,258083.134405905,471081.619995492,IC,3,114.68425884152434
3,C,52.2169792699,6.8990590889,115.5,5,null,98,0.9382500052,1377338138000,AAI15,android,9432233c-af2d-4a15-b091-dc7702a9cf6d,258314.03770527,470953.843894023,IC,3,151.02392832186666
4,Martin Meijers,52.2168332571,6.8991957139,107.9000244141,10,null,200,0,1377338309000,AAI15,android,9432233c-af2d-4a15-b091-dc7702a9cf6d,258323.711885589,470937.795417993,CC,1,12.756563667065636
5,Geel ,52.2164387628,6.9025829248,104.5,10,null,231,0.0625500008,1377338755000,AAI15,android,9432233c-af2d-4a15-b091-dc7702a9cf6d,258556.07455915,470898.741950256,IC,3,10.645278913449422
22,C,52.2176944558,6.8897798192,96.5999755859,10,null,322,1.3760999441,1377339411000,AAI15,android,9432233c-af2d-4a15-b091-dc7702a9cf6d,257678.344963673,471020.224307203,CD,2,201.75419930931753
12,B,52.2201086953,6.894414844,103.5999755859,10,null,359,0,1377339844000,AAI15,android,9432233c-af2d-4a15-b091-dc7702a9cf6d,257989.463932396,471295.369348709,CC,1,22.262033584357287
13,Dienst Uitvoering Onderwijs ,52.2184023494,6.889741011,108,10,null,116,0.2502000034,1377340353000,AAI15,android,9432233c-af2d-4a15-b091-dc7702a9cf6d,257674.061318116,471098.918908578,IC,3,27.526998182286366
14,C,52.2184619866,6.889444543,89.5999755859,5,null,283,0,1377340492000,AAI15,android,9432233c-af2d-4a15-b091-dc7702a9cf6d,257653.667101793,471105.133495746,ID,4,293.9773018507963
15,D,52.2210231191,6.8873312976,99.299987793,10,null,354,4.7537999153,1377340863000,AAI15,android,9432233c-af2d-4a15-b091-dc7702a9cf6d,257503.380665357,471387.057057453,CD,2,249.0997921122888
21,2000,52.22350806,6.8875390012,96.799987793,10,null,357,3.4402499199,1377340967000,AAI15,android,9432233c-af2d-4a15-b091-dc7702a9cf6d,257511.851109173,471663.788028176,CD,2,845.1450994978834
19,C,52.2271177685,6.8823005632,84.799987793,10,null,224,0,1377341180000,AAI15,android,9432233c-af2d-4a15-b091-dc7702a9cf6d,257145.684336508,472057.957727354,ID,4,1088.942327462118
16,B,52.227122169,6.8822900858,84.200012207,10,null,236,0,1377341203000,AAI15,android,9432233c-af2d-4a15-b091-dc7702a9cf6d,257144.958491558,472058.432501904,CD,2,1004.2052867935538
11,D,52.227122169,6.8822900858,84.200012207,10,null,236,0,1377341215000,AAI15,android,9432233c-af2d-4a15-b091-dc7702a9cf6d,257144.958491558,472058.432501904,CD,2,1077.8609232355236
23,1.5,52.227122169,6.8822900858,84.200012207,10,null,236,0,1377341237000,AAI15,android,9432233c-af2d-4a15-b091-dc7702a9cf6d,257144.958491558,472058.432501904,CD,2,1406.0331447864019
9,C,52.2271432495,6.8822205998,84.5999755859,10,null,348,0.8131499887,1377341273000,AAI15,android,9432233c-af2d-4a15-b091-dc7702a9cf6d,257140.163288878,472060.679720811,CD,2,1233.6864973368563
9,C,52.2210795724,6.895243936,108.0876393472,16,null,null,0,1377336826999,AAD05,android,d6947ea9-c055-43f8-8d51-1d1dc82bf909,258043.864570623,471404.552318167,CC,1,117.38751192883949
14,C,52.2202387101,6.8873373309,80.5532617855,6,null,315.8682556152,0,1377337611999,AAD05,android,d6947ea9-c055-43f8-8d51-1d1dc82bf909,257505.598371598,471299.804002944,IC,3,56.902140098830785
15,D,52.2220599779,6.8902690761,86.1886731876,4,null,134.4759063721,0,1377338049000,AAD05,android,d6947ea9-c055-43f8-8d51-1d1dc82bf909,257701.707117376,471506.559399616,CC,1,33.484145558452425
21,2000,52.2299448965,6.8922927086,87.2048891317,6,null,148.9557495117,0,1377338553000,AAD05,android,d6947ea9-c055-43f8-8d51-1d1dc82bf909,257821.754836949,472386.585347659,CC,1,75.518084281905
9,C,52.22026848,6.88715567,96.6999969482,10,null,null,0.5,1377337635484,AAD05,android,236d6aa9-b19f-45e0-8911-bbe28fd65997,257493.118026892,471302.858963713,CD,2,653.1646919742119
14,C,52.22029279,6.88730805,77.3000030518,4,null,null,0.5,1377337684000,AAD05,android,236d6aa9-b19f-45e0-8911-bbe28fd65997,257503.473304024,471305.778728431,IC,3,53.10390945967342
15,D,52.22226574,6.89021927,89.3000030518,3,null,null,0.5,1377338062000,AAD05,android,236d6aa9-b19f-45e0-8911-bbe28fd65997,257697.829775433,471529.378855083,CC,1,10.840599338536657
21,2000,52.22989739,6.89228546,88.1999969482,3,null,null,0,1377338570743,AAD05,android,236d6aa9-b19f-45e0-8911-bbe28fd65997,257821.36940538,472381.290204028,CC,1,78.32979830263169
18,D,52.2199017,6.8960806,null,883,null,null,null,1377336402593,AAF11,android,5052b33b-9559-48a9-8d2b-f431f7c4d7f7,258103.754707524,471274.709437579,CC,1,128.60990207291678
5,Oranje,52.2199017,6.8960806,null,883,null,null,null,1377336482650,AAF11,android,5052b33b-9559-48a9-8d2b-f431f7c4d7f7,258103.754707524,471274.709437579,CD,2,589.1826647308302
4,Martin Meijers,52.2169170391,6.8989945137,98.1086149407,12,null,176.8153076172,0.9276553392,1377337332000,AAF11,android,5052b33b-9559-48a9-8d2b-f431f7c4d7f7,258309.769692927,470946.829045374,CC,1,10.71046852608444
1,C,52.2169132672,6.8991740132,95.4022237309,8,null,56.4871330261,0,1377337374000,AAF11,android,5052b33b-9559-48a9-8d2b-f431f7c4d7f7,258322.043483996,470946.665193664,CC,1,161.69993116751002
3,A,52.2169969608,6.8991673841,96.8490919231,8,null,103.3214797974,0,1377337413000,AAF11,android,5052b33b-9559-48a9-8d2b-f431f7c4d7f7,258321.396369802,470955.966214889,CC,1,155.97013508112568
22,C,52.217019606,6.8991422964,97.1738296988,8,null,297.375793457,0.5715638995,1377337423000,AAF11,android,5052b33b-9559-48a9-8d2b-f431f7c4d7f7,258319.62962089,470958.449625992,CD,2,539.7929669153011
6,Blauw,52.2199017,6.8960806,null,883,null,null,null,1377338047168,AAF11,android,5052b33b-9559-48a9-8d2b-f431f7c4d7f7,258103.754707524,471274.709437579,CC,1,79.18532339087534
17,A,52.2199017,6.8960806,null,883,null,null,null,1377338047168,AAF11,android,5052b33b-9559-48a9-8d2b-f431f7c4d7f7,258103.754707524,471274.709437579,CD,2,293.99207043897314
20,C,52.2199017,6.8960806,null,883,null,null,null,1377338775720,AAF11,android,5052b33b-9559-48a9-8d2b-f431f7c4d7f7,258103.754707524,471274.709437579,CD,2,199855.67418295826
7,C,52.2199017,6.8960806,null,883,null,null,null,1377338775720,AAF11,android,5052b33b-9559-48a9-8d2b-f431f7c4d7f7,258103.754707524,471274.709437579,CC,1,108.43111384772888
18,D,52.22092,6.8954094,null,25,null,null,null,1377340382000,AAC12,android,20b20bcb-5777-4a84-aa74-bb916c18bde4,258055.53879899,471387.035866093,CC,1,10.4990619315082
10,C,52.2195367,6.8982548,null,40,null,null,null,1377340963000,AAC12,android,20b20bcb-5777-4a84-aa74-bb916c18bde4,258253.152195588,471237.198848658,CC,1,91.23838999581245
